#{"t_start": 1655027203.6416228, "env_id": "gym_spaceship/Spaceship-v0"}
r,l,t
97,327,4052.453002
-5,71,4052.485998
-15,75,4052.520498
190,576,4052.769499
-3,73,4052.803501
276,648,4054.680498
46,144,4054.742503
32,288,4054.857
118,364,4055.008998
-5,75,4055.040998
-6,108,4055.087999
6,144,4055.147503
54,144,4055.210001
15,75,4055.2425
36,144,4055.307498
34,110,4055.359001
50,180,4057.061999
132,396,4057.241999
26,108,4057.289998
5,71,4057.317499
-13,75,4057.346998
-12,72,4057.375999
8,144,4057.4355
84,328,4057.5795
64,180,4057.650003
16,144,4057.714
-11,71,4057.742499
38,108,4057.788998
14,108,4057.835499
76,252,4059.538
62,182,4059.611
3,109,4059.653999
87,291,4059.770499
62,216,4059.858498
43,183,4059.936998
20,108,4059.983999
52,180,4060.0595
56,144,4060.121499
-15,71,4060.148499
40,108,4060.193
46,216,4060.288998
37,255,4062.013
74,216,4062.100503
180,612,4062.361499
174,360,4062.537999
88,252,4062.637502
-3,73,4062.665004
-14,72,4062.693003
114,360,4062.8385
31,147,4064.455998
202,434,4064.643
30,110,4064.687498
84,288,4064.81
19,75,4064.8385
30,108,4064.88
51,183,4064.964499
-11,71,4064.997
52,180,4065.068999
104,324,4065.204064
32,144,4065.261003
37,145,4066.909999
78,184,4066.993
74,252,4067.096499
8,108,4067.138501
32,180,4067.213505
40,216,4067.3045
78,252,4067.410501
-3,75,4067.442003
34,180,4067.515537
106,324,4067.644001
-9,111,4067.692003
-5,71,4069.329998
3,73,4069.361499
-22,72,4069.392499
14,108,4069.437999
-9,71,4069.467999
46,148,4069.534999
128,324,4069.670526
60,180,4069.745999
-20,74,4069.776999
16,108,4069.823498
26,108,4069.871999
48,108,4069.921499
158,288,4070.044999
28,108,4070.0915
44,144,4070.148498
89,291,4071.845998
1,75,4071.878499
84,216,4071.969999
38,108,4072.013999
164,432,4072.196999
154,432,4072.377501
136,434,4072.567498
78,288,4074.276999
146,508,4074.488001
8,108,4074.533502
37,145,4074.626998
56,252,4074.734998
58,184,4074.816999
129,505,4075.044153
-21,71,4075.071998
9,75,4075.105498
38,144,4076.768001
165,435,4076.936999
44,112,4076.9875
48,180,4077.062999
22,108,4077.105
12,74,4077.136503
110,288,4077.261501
-7,75,4077.2945
-12,74,4077.328
348,936,4079.2595
52,146,4079.32
22,108,4079.368
178,360,4079.530999
164,432,4079.72297
88,288,4079.846999
70,146,4079.905998
28,110,4079.949499
34,108,4079.998003
28,146,4081.626501
38,146,4081.6895
-23,71,4081.720998
12,110,4081.766998
12,108,4081.813499
-3,111,4081.859502
64,148,4081.922
70,180,4081.998001
24,110,4082.0445
5,71,4082.077
5,75,4082.111499
152,432,4082.300658
70,144,4082.364499
-11,71,4082.393498
5,111,4082.44
46,108,4084.102
7,73,4084.131001
50,216,4084.225499
36,180,4084.3025
44,180,4084.380664
88,252,4084.483999
12,74,4084.512999
52,216,4084.605505
22,144,4084.661501
44,144,4084.725501
59,217,4084.812544
40,110,4084.858537
1,75,4084.889512
56,144,4086.593999
15,75,4086.6275
63,181,4086.701728
14,108,4086.748499
212,540,4087.001007
134,288,4087.124999
52,252,4087.234498
34,144,4087.299001
113,291,4087.422498
76,182,4089.099998
100,216,4089.194999
20,110,4089.243999
34,144,4089.3105
56,180,4089.388438
-5,71,4089.416
128,324,4089.557
31,111,4089.607498
22,180,4089.684684
226,504,4089.903498
52,144,4089.963683
36,180,4091.671999
-19,71,4091.703905
50,112,4091.750998
8,180,4091.826999
44,180,4091.903502
52,144,4091.962
-8,72,4091.993499
46,144,4092.054999
128,324,4092.199998
61,219,4092.288002
-8,72,4092.3155
-1,71,4092.343499
106,326,4094.051998
90,182,4094.132
34,108,4094.179498
36,146,4094.240999
-33,71,4094.269999
38,180,4094.344499
112,288,4094.468999
43,183,4094.549999
96,360,4094.704246
13,75,4094.738498
78,216,4094.835
42,144,4094.8985
-5,109,4096.544501
30,144,4096.603002
32,146,4096.665998
116,396,4096.842001
-13,71,4096.875499
100,252,4096.977998
38,108,4097.021999
216,544,4097.253001
-15,73,4097.282
70,290,4098.999
264,724,4099.356
58,180,4099.436999
54,216,4099.528999
11,71,4099.558
65,219,4099.649
36,108,4099.696649
22,180,4099.770003
-23,73,4099.803001
76,220,4099.893
220,576,4101.7355
32,144,4101.801502
98,288,4101.931
46,220,4102.0315
14,180,4102.111499
7,73,4102.142499
128,360,4102.2985
238,650,4104.1665
112,290,4104.29
61,255,4104.403
122,360,4104.552501
143,291,4104.675
49,111,4104.727
-4,72,4104.760999
262,542,4106.6285
54,146,4106.6945
36,108,4106.7395
62,180,4106.816499
88,252,4106.919498
40,216,4107.013501
115,361,4107.168999
42,108,4107.215998
28,252,4107.328
116,324,4109.055
106,326,4109.186499
98,252,4109.293
156,396,4109.449999
48,144,4109.507499
70,180,4109.583002
116,252,4109.681001
50,216,4109.768499
54,220,4111.444499
128,288,4111.576
25,109,4111.625499
-6,144,4111.684499
172,432,4111.874999
35,183,4111.957499
72,324,4112.103002
22,108,4112.147499
35,181,4112.229999
30,108,4112.276998
65,255,4113.952499
222,396,4114.115002
-23,147,4114.181394
16,144,4114.240498
48,146,4114.300499
7,75,4114.329738
100,288,4114.448503
54,144,4114.513057
20,108,4114.559999
17,75,4114.593499
78,360,4116.338003
-18,72,4116.367003
48,144,4116.430003
47,109,4116.475999
34,180,4116.555498
66,180,4116.634998
50,180,4116.706504
92,216,4116.796507
26,108,4116.842498
14,108,4116.889503
-13,71,4116.9175
46,144,4116.9795
26,110,4117.029033
32,184,4117.109498
50,216,4118.7535
164,540,4118.992502
196,540,4119.225502
114,468,4119.411
27,111,4119.458
-27,71,4119.4885
-14,72,4119.518998
271,687,4121.401501
2,108,4121.444999
9,75,4121.477998
150,432,4121.651
50,110,4121.700499
112,324,4121.853999
100,292,4121.977499
108,326,4123.7805
72,216,4123.871501
54,180,4123.941003
23,217,4124.027503
-3,75,4124.0575
-1,147,4124.1185
72,180,4124.195501
62,216,4124.2925
54,180,4124.370999
6,184,4124.444
55,181,4124.516499
43,219,4126.202035
26,108,4126.248999
10,108,4126.291498
30,112,4126.335
-19,71,4126.362686
50,144,4126.426
166,360,4126.580999
151,397,4126.750501
90,216,4126.846
84,180,4126.920499
83,183,4126.997499
60,144,4127.055498
88,288,4128.777003
168,434,4128.954999
50,216,4129.043499
56,144,4129.107499
18,220,4129.198999
82,144,4129.258998
96,252,4129.364106
119,469,4131.167003
102,288,4131.2835
156,396,4131.443998
-11,73,4131.472105
-6,108,4131.518
18,144,4131.577499
53,183,4131.656998
117,255,4131.767998
106,324,4131.906501
14,112,4131.954001
45,147,4133.636069
-26,74,4133.665003
89,289,4133.792498
51,147,4133.856499
72,180,4133.935999
-3,71,4133.965999
124,252,4134.0775
44,252,4134.189501
27,111,4134.235499
37,111,4134.283499
138,432,4134.484998
40,184,4136.194
16,108,4136.242
36,144,4136.310057
68,288,4136.434999
63,217,4136.534
24,184,4136.618
132,360,4136.7765
20,108,4136.8265
30,108,4136.873498
52,180,4136.948999
54,144,4137.009049
170,576,4138.828999
28,108,4138.875998
5,75,4138.907999
70,180,4138.984999
56,182,4139.056
44,216,4139.145003
15,75,4139.175501
60,216,4139.267
84,180,4139.345999
0,108,4139.389499
3,71,4139.421998
70,252,4141.124501
27,111,4141.172499
28,108,4141.217
-7,111,4141.260501
17,111,4141.304999
94,292,4141.428852
46,180,4141.504498
60,108,4141.547498
42,180,4141.625498
48,112,4141.672502
78,288,4141.787499
54,144,4141.846002
86,252,4143.534498
51,147,4143.592
107,253,4143.705
32,144,4143.765998
97,327,4143.899998
56,144,4143.961
78,216,4144.054
62,288,4144.174
31,147,4144.242999
12,108,4144.291999
25,219,4145.9845
3,71,4146.0115
124,396,4146.181
44,108,4146.224999
89,255,4146.333999
106,324,4146.475498
108,324,4146.641499
7,73,4146.670502
78,252,4146.7825
53,183,4146.859498
0,110,4148.456498
114,288,4148.581001
-3,71,4148.611499
114,324,4148.7545
46,146,4148.820999
32,108,4148.872823
-15,71,4148.9065
79,183,4148.987499
-12,108,4149.033109
24,148,4149.093499
-16,108,4149.136
52,218,4149.238001
62,216,4150.950499
12,108,4150.998003
54,182,4151.074001
68,180,4151.151498
52,216,4151.247998
-10,74,4151.278
90,148,4151.3385
-4,290,4151.466999
54,180,4151.542499
10,148,4151.605498
67,219,4151.695499
100,472,4153.542
50,144,4153.603499
108,252,4153.714499
42,108,4153.756999
52,108,4153.805498
6,72,4153.835999
40,108,4153.877998
140,396,4154.059502
24,112,4154.1105
16,146,4154.167499
84,252,4154.269068
38,108,4154.310503
42,108,4155.913999
72,288,4156.031157
32,108,4156.077502
-22,108,4156.122
32,108,4156.164998
16,108,4156.213002
-2,74,4156.243502
5,75,4156.2745
0,110,4156.3185
9,75,4156.3525
12,74,4156.385499
80,216,4156.4795
38,110,4156.527998
109,325,4156.666999
210,504,4158.469999
29,181,4158.542499
154,396,4158.716499
100,288,4158.845001
34,252,4158.976498
34,108,4159.025999
34,108,4159.076498
18,108,4159.122998
8,108,4159.169
64,148,4159.233498
100,220,4160.9695
-21,73,4161.0015
9,71,4161.031498
58,252,4161.140498
34,180,4161.216499
14,74,4161.248499
70,216,4161.331999
24,144,4161.390303
102,360,4161.537998
80,216,4161.6255
-5,71,4161.654036
64,252,4163.386499
70,180,4163.467999
150,504,4163.681999
66,216,4163.766998
100,328,4163.905
2,112,4163.954498
26,108,4164.001999
108,328,4164.140001
-9,73,4164.172999
78,324,4165.891502
32,112,4165.938499
56,180,4166.015499
60,216,4166.115
56,144,4166.1795
54,216,4166.2795
65,183,4166.364999
44,144,4166.426
115,255,4166.537576
40,146,4166.6
9,75,4166.628999
30,108,4166.677999
60,144,4168.323998
84,220,4168.425999
22,144,4168.489
118,288,4168.6065
52,144,4168.667
10,144,4168.736498
38,108,4168.785999
44,144,4168.849501
58,144,4168.914499
119,433,4169.098
64,252,4169.197055
30,180,4170.860999
64,146,4170.925499
108,288,4171.041499
20,108,4171.0885
30,108,4171.136
6,110,4171.1835
10,74,4171.231999
26,108,4171.287499
136,288,4171.411503
45,145,4171.468998
11,109,4171.514499
-21,75,4171.547999
123,327,4173.2625
137,397,4173.436499
2,108,4173.479498
28,108,4173.523079
156,396,4173.684499
70,252,4173.795001
78,252,4173.899998
46,216,4173.991499
-15,71,4174.0225
86,252,4175.734499
-7,109,4175.781499
10,144,4175.840498
60,184,4175.924501
-9,71,4175.953999
-15,109,4176.004498
104,396,4176.175998
56,144,4176.233999
5,71,4176.263999
96,292,4176.385499
13,109,4176.433998
34,180,4176.509501
2,72,4176.538498
74,216,4178.236
130,360,4178.3915
21,109,4178.441499
39,111,4178.487
-13,71,4178.51877
4,72,4178.551999
26,108,4178.602035
28,144,4178.660998
29,145,4178.7225
26,108,4178.767499
58,180,4178.849501
186,540,4179.0795
24,112,4180.710002
6,108,4180.755499
1,71,4180.784095
342,830,4181.1435
26,144,4181.209998
85,255,4181.322498
118,432,4181.505001
96,216,4183.208499
74,180,4183.283499
9,75,4183.316499
64,144,4183.378499
114,216,4183.487499
72,144,4183.5545
40,108,4183.601564
36,108,4183.648999
30,110,4183.6925
128,360,4183.849498
86,324,4183.994129
68,180,4184.0715
52,144,4185.731002
10,108,4185.779002
120,360,4185.9305
76,216,4186.022041
34,108,4186.064999
-6,74,4186.095
81,327,4186.234001
-8,72,4186.2655
88,288,4186.387502
38,180,4186.460591
154,470,4188.264998
24,108,4188.307
24,108,4188.355
24,144,4188.423241
118,360,4188.575499
-7,71,4188.606503
4,144,4188.670132
44,144,4188.731002
28,108,4188.774501
6,144,4188.836498
-3,73,4188.870498
60,216,4188.964499
60,220,4190.656
48,216,4190.769499
16,108,4190.81767
26,108,4190.868
34,144,4190.933503
97,217,4191.022499
78,252,4191.128002
94,288,4191.247002
34,180,4191.32
166,434,4191.5055
-17,71,4193.1055
60,180,4193.182
58,254,4193.291002
48,216,4193.380498
44,144,4193.442501
47,109,4193.490048
1,109,4193.538501
32,108,4193.584499
0,74,4193.618001
78,288,4193.738498
18,108,4193.786499
170,360,4193.942003
12,74,4195.594502
30,184,4195.669008
-2,108,4195.713501
62,256,4195.846501
25,109,4195.895499
42,146,4195.966499
40,144,4196.028999
50,216,4196.121998
71,219,4196.210999
78,216,4196.298999
48,220,4196.3925
90,256,4198.099999
116,252,4198.210501
30,144,4198.274999
66,180,4198.349002
-19,71,4198.38
50,180,4198.458502
34,112,4198.502002
54,216,4198.585003
60,290,4198.7085
72,180,4198.782001
8,112,4198.828
3,71,4198.859499
74,288,4200.591999
24,108,4200.636499
50,216,4200.732999
8,108,4200.777499
80,254,4200.8835
64,252,4200.986498
7,73,4201.017
36,108,4201.0665
40,146,4201.130999
250,720,4203.042499
-13,71,4203.079499
72,144,4203.146499
124,288,4203.265999
78,180,4203.34407
52,180,4203.424999
38,180,4203.501999
30,144,4203.562999
92,432,4203.749499
-29,71,4203.778999
2,108,4203.821068
64,180,4203.896499
16,144,4205.542999
170,504,4205.774559
95,325,4205.9205
152,396,4206.101
58,144,4206.165
32,108,4206.214499
72,180,4206.293999
52,216,4206.385498
19,109,4208.0305
18,74,4208.0595
36,108,4208.118999
16,108,4208.1675
60,180,4208.246502
84,216,4208.332002
16,108,4208.375503
126,360,4208.529498
120,434,4208.725105
7,75,4208.760502
24,180,4208.840986
66,252,4210.535999
22,108,4210.580002
20,108,4210.627002
32,252,4210.741498
4,108,4210.788499
94,252,4210.899498
2,108,4210.9465
94,432,4211.123501
68,180,4211.199998
50,108,4211.244999
104,252,4211.352535
40,216,4213.035998
10,108,4213.0785
36,144,4213.14
38,184,4213.2225
6,108,4213.265499
-13,71,4213.297999
34,108,4213.344999
116,362,4213.491999
36,144,4213.553999
170,396,4213.719998
2,180,4213.793499
116,324,4215.501652
-7,75,4215.535999
30,108,4215.583499
86,436,4215.773999
54,252,4215.883
56,144,4215.947499
40,108,4215.995499
38,146,4216.062501
1,111,4216.112002
70,216,4216.2045
100,360,4217.914998
104,360,4218.066998
74,180,4218.138999
46,216,4218.230499
17,111,4218.274003
28,180,4218.349004
28,144,4218.4055
68,252,4218.508501
44,180,4218.584503
-3,71,4218.614002
0,108,4218.658998
126,432,4220.5165
132,468,4220.716499
98,360,4220.871998
31,145,4220.933999
70,144,4220.991999
-11,111,4221.041002
80,252,4221.146999
36,108,4221.194
16,108,4221.236003
26,148,4222.903
28,144,4222.961
44,108,4223.007003
67,183,4223.077502
24,144,4223.141
102,360,4223.297999
46,144,4223.360502
34,144,4223.4245
18,144,4223.4815
20,180,4223.553003
68,288,4223.679003
-8,72,4223.706502
26,108,4225.409627
-22,74,4225.440001
40,324,4225.585001
36,180,4225.657001
58,180,4225.731001
43,217,4225.821499
-3,71,4225.8495
5,71,4225.881998
95,325,4226.019
92,216,4226.114
117,363,4227.815499
11,183,4227.893001
37,183,4227.974998
144,468,4228.172499
10,180,4228.246999
148,468,4228.445999
-11,111,4228.493668
3,75,4228.524999
87,255,4228.64
46,144,4230.309001
28,110,4230.354499
314,864,4230.7205
-1,71,4230.748999
32,108,4230.797638
30,108,4230.8445
-18,108,4230.89361
128,396,4231.075035
-17,71,4231.107499
44,180,4232.757499
-12,108,4232.806501
12,74,4232.8385
140,468,4233.0505
96,220,4233.146999
6,74,4233.1785
13,111,4233.2245
46,108,4233.269502
81,289,4233.391499
50,144,4233.45
-12,72,4233.484
88,288,4233.604501
42,146,4235.26
55,147,4235.327502
61,181,4235.42319
-4,146,4235.495002
67,219,4235.630999
46,144,4235.708999
47,183,4235.7975
36,108,4235.850004
187,649,4236.158999
-21,71,4236.193999
8,108,4237.974999
74,360,4238.141499
38,110,4238.192553
48,252,4238.309
43,253,4238.421
15,111,4238.469999
88,252,4238.581
50,180,4238.6645
70,216,4238.7585
46,148,4238.826779
22,144,4238.891498
114,290,4240.727002
36,108,4240.772999
88,252,4240.8845
28,112,4240.9385
18,144,4241.007
104,144,4241.073999
56,146,4241.141
-4,108,4241.1905
50,184,4241.273
-8,74,4241.3045
30,144,4241.3725
-3,71,4241.4035
40,180,4241.483999
72,326,4243.348498
32,108,4243.399999
56,146,4243.464051
-14,108,4243.513
-12,72,4243.5455
28,108,4243.592
-10,74,4243.621499
14,216,4243.72
-29,71,4243.752499
18,144,4243.816999
86,216,4243.916498
-4,144,4244.016998
-15,71,4244.048499
119,327,4244.189498
-17,111,4245.936999
142,324,4246.083498
24,108,4246.135
-7,71,4246.169498
32,144,4246.235498
16,108,4246.286499
109,325,4246.453
16,144,4246.511999
-1,73,4246.54
78,180,4246.6125
40,108,4246.6555
84,216,4246.749498
138,362,4248.4835
132,468,4248.681576
62,180,4248.763502
22,216,4248.846004
92,216,4248.932613
74,180,4249.003501
90,252,4249.111
120,396,4250.891999
70,216,4250.985
48,182,4251.066499
-5,71,4251.096999
1,75,4251.1295
40,146,4251.190499
16,108,4251.238
53,147,4251.300498
158,616,4251.549999
8,180,4251.628999
196,650,4253.488543
46,216,4253.5825
0,108,4253.629499
53,183,4253.713999
56,216,4253.806001
-20,108,4253.854499
34,110,4253.900999
-13,71,4253.928499
22,110,4253.977002
40,108,4254.017999
115,255,4254.118503
-1,75,4254.148498
112,360,4255.897999
13,183,4255.977
14,108,4256.0225
78,396,4256.185501
-13,71,4256.216503
22,108,4256.2645
41,145,4256.3395
74,180,4256.420999
9,73,4256.453998
30,108,4256.497998
34,184,4256.574998
13,73,4256.605498
34,144,4258.264332
158,432,4258.449506
110,324,4258.595498
18,180,4258.668498
28,144,4258.73368
46,180,4258.813142
36,108,4258.862
54,144,4258.923001
31,145,4258.981998
114,324,4259.123055
9,109,4260.742001
46,146,4260.803
-2,110,4260.848501
-15,73,4260.879628
78,216,4260.971999
1,71,4261.004999
192,468,4261.207499
129,325,4261.339999
20,108,4261.386998
3,75,4261.417999
52,144,4261.482934
10,144,4261.540498
60,144,4263.143503
24,108,4263.191002
34,108,4263.236001
54,148,4263.298999
34,108,4263.345558
61,183,4263.416998
104,326,4263.557498
46,108,4263.603499
108,288,4263.727999
40,144,4263.7885
42,252,4263.8925
264,576,4265.760999
66,252,4265.8625
114,292,4265.983499
6,74,4266.016498
-6,112,4266.064292
81,219,4266.159999
42,144,4266.218499
1,73,4266.2495
46,180,4266.328499
44,108,4266.373498
80,288,4268.12556
36,108,4268.179498
60,252,4268.2925
86,216,4268.384998
57,219,4268.482
22,180,4268.564159
13,75,4268.609576
2,144,4268.687002
2,108,4268.728503
42,144,4268.78448
36,144,4268.8455
6,110,4268.8975
28,112,4268.948503
64,252,4270.644499
88,256,4270.757998
6,108,4270.805779
62,180,4270.887115
20,144,4270.948998
2,110,4270.9965
46,144,4271.059499
39,217,4271.148999
54,252,4271.248998
-15,71,4271.278999
104,398,4271.454002
17,147,4273.121499
-1,71,4273.153999
138,396,4273.330498
36,108,4273.376998
26,108,4273.419999
106,220,4273.512999
62,216,4273.604499
46,180,4273.677999
77,289,4273.798001
55,183,4273.876498
28,108,4273.923501
56,148,4275.571499
-15,71,4275.599499
-10,108,4275.641499
10,108,4275.686999
14,108,4275.736499
-17,71,4275.764061
78,216,4275.85601
80,252,4275.960001
10,110,4276.004211
64,180,4276.084499
100,220,4276.181
22,108,4276.222999
-13,75,4276.256001
92,252,4276.3705
29,147,4276.438498
46,216,4278.182998
38,184,4278.264499
-1,73,4278.295566
20,110,4278.342999
50,144,4278.407999
54,216,4278.502999
24,110,4278.550999
112,292,4278.672998
9,75,4278.702001
78,288,4278.8245
132,396,4280.575504
64,216,4280.6725
80,184,4280.746501
48,144,4280.809532
156,432,4281.017502
50,144,4281.0795
64,184,4281.152999
46,144,4281.212998
42,144,4281.272999
84,292,4281.394
86,216,4283.061002
32,108,4283.107998
84,252,4283.2175
26,144,4283.278999
42,180,4283.357002
-11,73,4283.386
28,144,4283.448
7,71,4283.47759
65,255,4283.584226
146,324,4283.725
32,108,4283.770499
8,112,4283.819
42,184,4283.8985
23,111,4285.551498
-4,112,4285.597999
70,148,4285.661499
84,216,4285.758999
88,288,4285.883502
80,252,4285.994998
46,182,4286.077499
58,144,4286.140749
14,108,4286.190664
78,324,4286.338
-4,108,4286.387999
44,108,4288.0715
106,254,4288.182
1,111,4288.225502
68,180,4288.298501
7,75,4288.327001
33,109,4288.3745
25,109,4288.420998
144,468,4288.615499
95,183,4288.690001
106,288,4288.802999
50,288,4290.5245
12,108,4290.574498
5,109,4290.623498
75,217,4290.7185
32,182,4290.793
-3,183,4290.869598
2,72,4290.904499
66,216,4291.001
32,108,4291.049999
13,111,4291.1005
-4,144,4291.1635
74,326,4291.298999
50,216,4292.991
28,182,4293.074502
44,108,4293.118622
64,216,4293.216999
-2,180,4293.326
30,288,4293.441594
63,183,4293.517501
50,216,4293.611999
-3,75,4293.646499
36,180,4293.721498
136,396,4293.893498
54,144,4295.542533
48,148,4295.607999
72,292,4295.728999
149,433,4295.926235
60,180,4296.003499
4,180,4296.079999
91,397,4296.252499
-12,72,4296.2845
54,180,4296.359999
58,256,4298.0745
121,435,4298.262999
274,720,4298.564999
110,292,4298.690358
42,108,4298.740597
64,144,4298.800499
-17,73,4298.828998
143,289,4300.5805
178,504,4300.798999
86,216,4300.898498
169,471,4301.101499
4,74,4301.132999
124,432,4301.322499
36,144,4302.950499
36,216,4303.039499
138,396,4303.212499
82,180,4303.286
38,108,4303.331498
100,252,4303.4415
112,324,4303.584
153,435,4303.773999
60,216,4305.48448
38,146,4305.542187
228,576,4305.798
35,111,4305.8475
217,615,4306.115499
49,111,4306.159999
36,108,4306.201546
129,433,4307.996001
1,71,4308.027498
20,108,4308.075
30,110,4308.119999
47,181,4308.198532
2,72,4308.2305
45,147,4308.298999
98,256,4308.412499
52,144,4308.471498
56,144,4308.536
186,472,4308.742498
209,505,4310.5835
98,324,4310.718998
146,360,4310.871001
62,216,4310.967
-12,72,4310.998501
52,144,4311.057501
30,146,4311.118503
182,396,4311.280136
51,111,4312.910499
50,180,4312.990499
170,324,4313.129503
24,216,4313.218501
115,255,4313.326999
48,144,4313.3885
30,108,4313.436998
-19,71,4313.465499
182,540,4313.706039
130,396,4315.485671
76,184,4315.564619
52,216,4315.659998
-1,71,4315.6915
8,108,4315.738999
40,108,4315.789999
6,74,4315.818998
42,252,4315.924999
-15,71,4315.954998
216,504,4316.158501
-5,111,4316.202502
32,180,4317.8515
34,180,4317.968095
17,111,4318.018001
44,112,4318.067
188,468,4318.270998
5,71,4318.3025
185,399,4318.470672
86,144,4318.529501
116,324,4318.6665
40,144,4318.725998
112,288,4320.424501
62,220,4320.519501
22,148,4320.582499
-19,73,4320.610499
16,146,4320.667999
42,180,4320.736
89,253,4320.844001
162,432,4321.034999
30,108,4321.083001
46,146,4321.138003
86,252,4322.862
68,252,4322.965003
74,252,4323.064998
12,72,4323.093498
26,108,4323.135035
-7,109,4323.178998
36,108,4323.226998
183,471,4323.429002
2,110,4323.471503
-1,73,4323.500003
118,290,4323.6175
1,73,4325.238498
122,288,4325.360999
14,112,4325.404498
-7,71,4325.433999
66,218,4325.525
32,148,4325.5875
2,108,4325.631999
16,144,4325.695498
252,612,4325.948498
-8,108,4325.995999
204,540,4327.818999
34,108,4327.865999
26,144,4327.92619
48,182,4328.005597
-13,71,4328.033499
7,75,4328.066499
-7,71,4328.094999
52,108,4328.143498
-3,75,4328.172611
70,252,4328.282499
58,216,4328.371499
16,112,4328.419
26,108,4328.464239
34,108,4328.529499
70,290,4330.273004
42,180,4330.346002
0,74,4330.374003
122,360,4330.5256
74,252,4330.630998
-16,72,4330.660499
48,144,4330.721998
18,108,4330.770498
-10,72,4330.800498
64,180,4330.881001
87,255,4330.986003
36,148,4332.615576
82,216,4332.708001
14,180,4332.778499
98,252,4332.885998
150,432,4333.067999
84,216,4333.158999
42,180,4333.234001
101,291,4333.3645
46,220,4333.4655
170,648,4335.301502
6,108,4335.343504
1,75,4335.372499
62,252,4335.477002
38,108,4335.521502
118,326,4335.652499
116,324,4335.792501
58,144,4335.854999
64,216,4337.536499
130,362,4337.692001
14,72,4337.722499
26,108,4337.765999
70,216,4337.861999
75,181,4337.938501
-2,112,4337.988498
96,216,4338.081047
48,180,4338.157998
62,144,4338.2145
56,216,4338.302001
158,432,4340.065498
59,183,4340.138004
34,108,4340.180498
142,324,4340.3285
173,325,4340.475998
46,108,4340.523651
24,108,4340.567999
88,216,4340.660183
52,180,4340.769998
128,396,4342.553499
84,220,4342.644498
58,144,4342.708998
30,108,4342.754498
62,216,4342.851499
20,108,4342.897499
8,108,4342.946499
2,74,4342.9755
2,108,4343.019
54,144,4343.081542
62,144,4343.140503
44,216,4343.226001
32,144,4343.288498
60,180,4345.003
73,253,4345.1105
-23,71,4345.1405
56,180,4345.216999
27,147,4345.287999
42,108,4345.336498
6,72,4345.3685
-13,75,4345.4005
224,612,4345.663998
64,216,4345.7535
92,432,4347.5355
40,112,4347.583999
104,288,4347.7105
24,108,4347.758
73,219,4347.846999
44,112,4347.893498
-11,71,4347.925003
29,255,4348.037499
114,324,4348.18
43,109,4348.226502
49,181,4348.303499
90,288,4349.9965
70,180,4350.0675
138,432,4350.252999
50,182,4350.329998
46,180,4350.402998
2,144,4350.463498
55,145,4350.5295
-14,74,4350.559
40,108,4350.602999
79,361,4350.753
36,108,4352.400501
-6,72,4352.432998
65,217,4352.525
9,75,4352.559499
24,144,4352.6235
42,110,4352.674999
18,180,4352.753
38,108,4352.7995
9,111,4352.845002
40,144,4352.908999
52,144,4352.969001
36,180,4353.063498
34,108,4353.110001
94,288,4353.237501
42,108,4353.284501
1,111,4354.9015
96,288,4355.027001
18,180,4355.112499
54,144,4355.174001
38,144,4355.239
3,145,4355.306499
30,108,4355.354498
56,144,4355.410502
66,180,4355.483498
41,147,4355.543985
32,108,4355.587999
96,218,4355.675001
-6,74,4355.706999
42,110,4357.321499
10,112,4357.367498
118,360,4357.525175
31,145,4357.588999
96,252,4357.695999
46,144,4357.756499
26,148,4357.822499
74,288,4357.941002
98,324,4358.067042
50,108,4358.1135
18,108,4358.160503
64,324,4359.894503
86,252,4359.9995
58,324,4360.131999
34,144,4360.190999
52,108,4360.238998
94,252,4360.349999
64,180,4360.422002
48,252,4360.5325
216,720,4362.418502
46,180,4362.499998
-12,108,4362.552499
70,252,4362.658001
-1,71,4362.690498
82,256,4362.802499
84,144,4362.862002
80,180,4362.931003
20,108,4362.973663
16,144,4363.033998
100,288,4364.717999
55,325,4364.864999
48,108,4364.918502
105,289,4365.053499
139,397,4365.259999
32,108,4365.306
128,252,4365.410502
48,144,4365.472001
-12,74,4365.504026
42,216,4367.187498
52,144,4367.244999
64,180,4367.3225
48,180,4367.401498
12,110,4367.449499
80,324,4367.592499
180,468,4367.7915
28,108,4367.834002
84,328,4367.974001
1,73,4368.0075
56,180,4369.742502
26,180,4369.812999
85,255,4369.915998
75,291,4370.040502
-8,108,4370.086999
234,612,4370.359501
86,252,4370.467
25,111,4370.516501
4,108,4370.565499
64,216,4372.230499
40,180,4372.306999
120,290,4372.432999
22,146,4372.4985
30,108,4372.543503
-21,75,4372.575999
0,72,4372.608094
32,108,4372.651
208,432,4372.8285
5,111,4372.878002
42,108,4372.921504
-15,71,4372.956
55,147,4373.024999
72,360,4374.801499
42,148,4374.867998
-10,108,4374.91
30,180,4374.988
18,74,4375.020499
56,144,4375.079501
62,216,4375.1665
68,216,4375.252498
-8,108,4375.300998
14,74,4375.331999
70,216,4375.4285
-3,73,4375.456998
68,184,4377.109999
90,252,4377.219498
76,144,4377.283499
45,111,4377.328999
172,612,4377.614
92,288,4377.745503
67,219,4377.844001
48,144,4377.905
54,144,4377.971499
30,108,4379.619999
70,180,4379.697498
78,218,4379.790998
22,112,4379.837999
43,109,4379.881499
44,180,4379.955998
11,73,4379.986499
42,110,4380.034498
-13,73,4380.067498
